STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
10894,28041214,,7,,,,3.75,6.75,,,
10895,28041215,,6,,,,7.25,5.50,,,
10896,28041216,,8.50,,,,9.75,9,9.75,1.40,N4
10897,28041217,3.20,7,,,,,9.50,,2.80,N4
10898,28041219,8.20,7.50,,,,,,,6,N1
10899,28041220,,8.50,,,,8,7.50,,,
10900,28041221,8.20,8.75,,,,,,,7,N1
10901,28041222,,6.50,,,,8,7.75,7.25,,
10902,28041223,,6,,,,5.75,5,,,
10903,28041224,,7,,,,7.50,8.75,,,
10904,28041225,6.60,,6.25,5.50,,,,,,
10905,28041226,2.80,7,,,,8,8.25,7.50,,
10906,28041227,7.80,8.75,,,,,,,6.80,N1
10907,28041228,,8.75,,,,4.25,5.50,9,,
10908,28041229,3.60,,3.25,3.25,,,,,,
10909,28041230,,9,,,,9.50,9.50,9.25,,
10910,28041231,,5.50,,,,6,7,,,
10911,28041232,,7.75,,,,8.50,7.75,8.50,,
10912,28041233,,7,,,,6.25,6.25,7,,
10913,28041234,8.80,,8.25,,,,,,6,N1
10914,28041235,3.20,1.50,,,,2,2.50,,,
10915,28041236,,8,,,,4.25,7,,,
10916,28041239,7.80,,8.50,3.25,,,,,8.40,N1
10917,28041240,4.40,8.25,,,,,,,3.20,N1
10918,28041241,,8,,,,7.75,9.25,,,
10919,28041242,3.80,,,,,4,,,,
10920,28041243,7.80,,,8.50,8.50,,,,,
10921,28041244,8.40,8,6.25,7,6.25,,,,3.40,N1
10922,28041245,,7.50,,,,6,7.75,8.75,,
10923,28041246,,6,,,,4.25,4.50,,,
10924,28041247,7.80,,,7.50,8.50,,,,,
10925,28041248,7,7.75,,,,,,,4.40,N1
10926,28041249,7.60,8.75,,,,,,,6.40,N1
10927,28041250,,7,,,,4,6.25,7,,
10928,28041252,4.40,,3.75,4.25,5.75,,,,2,N1
10929,28041253,7,9.50,,,,,,,8.60,N1
10930,28041254,8.80,,8.75,7,,,,,8.60,N1
10931,28041256,6.60,,6,6.25,,,,,,
10932,28041257,3.60,,3.50,6.25,,,,,,
10933,28041258,7.60,7.75,,,,7,7.75,,4.80,N1
10934,28041259,,7.75,,,,7,8.50,,,
10935,28041260,7.60,8,,,,,,,6.60,N1
10936,28041262,,7.75,,,,9.50,8.50,8.75,,
10937,28041263,,7.50,,,,4.50,6.75,6.75,,
10938,28041264,7.40,7.75,,,,,,,5.80,N1
10939,28041265,2,3.75,,,,4.25,7.25,7.75,1.80,N1
10940,28041266,8,,6.50,6.50,6,,,,,
10941,28041267,,8,,,,6.75,8.75,,,
10942,28041268,7.60,,,5.50,8.50,,,,6.80,N1
10943,28041269,,7.50,,,,4.75,7.50,9,,
10944,28041270,1.60,5.50,,,,3.50,5,6,,
10945,28041271,,7.50,,,,8.50,8.25,7,,
10946,28041272,,7.75,,,,6.75,6.75,8.75,,
10947,28041273,,5.25,,,,2.75,5.75,7.25,,
10948,28041274,,7,,,,5.25,6.50,,,
10949,28041275,,3.50,,,,4.50,6.75,,,
10950,28041276,7,8.50,,,,,,,5.20,N1
10951,28041277,8.20,9,,,,,,,4.20,N1
10952,28041278,8.20,,,7.50,7.75,,,,,
10953,28041279,,7.50,,,,10,8.75,,,
10954,28041280,7.20,,5.25,3.75,,,,,,
10955,28041281,,7.50,,,,7,8,,,
10956,28041282,,6.50,,,,5.75,6,,,
10957,28041283,,7.50,,,,7.25,8,9.50,,
10958,28041284,,6.25,,,,4.75,6.50,,,
10959,28041285,8,,,6.75,7,,,,,
10960,28041286,1.80,4,,,,5.50,0,0,2.20,N1
10961,28041287,,6,,,,3.50,7,,,
10962,28041288,4.40,4.50,,,,7.75,7.50,8,,
10963,28041289,,7,,,,9.50,8.75,10,,
10964,28041290,7.20,9,,,,,,,6.60,N1
10965,28041291,,8.75,,,,,,,,
10966,28041292,2.40,5,,,,6,4.25,,,
10967,28041293,,8.50,,,,8.25,9.50,,,
10968,28041294,2.20,7.25,,,,9,8.75,,,
10969,28041295,7.40,8,,,,,,,4.20,N1
10970,28041296,8.60,,7.25,7.75,,,,,,
10971,28041297,7.20,,,,,7.50,8.50,,6.60,N1
10972,28041298,,8.50,,,,8,8.25,,,
10973,28041299,7.20,,,4.50,5.75,,,,,
10974,28041300,,7.50,,,,,6.25,,3.60,N1
10975,28041302,,8.50,,,,8.75,8.25,,,
10976,28041303,,7,,,,6.50,7,,,
10977,28041304,8.40,,6.50,6.50,,,,,,
10978,28041305,3,6,,,,3,2.75,,,
10979,28041306,,3.50,,,,4,6.75,,,
10980,28041307,,8,,,,9.50,9.50,,,
10981,28041308,8.40,8,7.50,,,,,,,
10982,28041309,,9.25,,,,9.50,10,9,,
10983,28041310,7.80,8.25,,,,,,,5.80,N1
10984,28041311,,9,,,,7.50,8.75,9.50,,
10985,28041312,,9,,,,6.25,7,8.25,,
10986,28041313,7.80,9,,,,7,7.50,9.75,6.20,N1
10987,28041314,8.20,9,,,,,,,6.40,N1
10988,28041315,,8.50,,,,8.50,9,9.75,,
10989,28041316,7.40,9,,,,,,,8.20,N1
10990,28041317,,9,,,,8.25,,,6,N1
10991,28041318,3,,,,,3.50,5.75,,,
10992,28041319,,8.75,,,,9.50,9,8,,
10993,28041320,8.20,9,,,,,,,8.60,N1
10994,28041321,5.60,8,,,,6.25,8,9,2.60,N1
10995,28041322,7.80,,4.25,4.75,,,,,,
10996,28041323,6.80,9,,,,,,,5.20,N1
10997,28041324,8.60,9,,,,,,,6.60,N1
10998,28041325,,8.75,,,,,,,,
10999,28041326,4.60,6,,,,6,,,,
11000,28041327,8.20,8.50,,,,9,,,5.80,N1
11001,28041328,,8,,,,10,9.50,9.50,,
11002,28041329,,6.75,,,,4.50,6.25,,,
11003,28041330,,,,,,4.75,6.25,8.75,,
11004,28041331,,5.50,,,,7,6,,,
11005,28041332,8,9,7.50,,,,,,7.80,N1
11006,28041333,,9,,,,8,7.75,9.75,,
11007,28041334,2.20,4.50,,,,3.50,4.25,,,
11008,28041335,8.80,,9,8.25,,,,,,
11009,28041337,7,8.50,,,,,,,6.60,N1
11010,28041338,8,9,,,,,,,6.80,N1
11011,28041339,,8.75,,,,7.75,7.50,9.25,,
11012,28041340,,6,,,,7.50,5.25,,,
11013,28041341,7.80,9,,,,9.75,8.50,9.50,7,N1
11014,28041342,7.60,,,,0,,,,5.20,N1
11015,28041343,,7.25,,,,9.75,9,,,
11016,28041344,7.40,8,,,,,,,3.60,N1
11017,28041345,,6,,,,4.50,6,,,
11018,28041347,8.20,,3.75,7.50,8.50,,,,,
11019,28041348,,7,,,,,,,,
11020,28041349,,8.75,,,,9.50,9.25,9.50,,
11021,28041350,8.20,8.25,,,,,,,9.20,N1
11022,28041351,,6.75,,,,6.75,7.75,,,
11023,28041352,6.80,7.25,,,,,,,5.40,N1
11024,28041353,,7.50,,,,6.50,6.25,7.50,,
11025,28041354,5.20,7,,,,5.25,6.75,9,2.40,N1
11026,28041355,2.80,6.50,,,,5.75,6.75,,,
11027,28041356,6.80,8.75,,,,,,,6.40,N1
11028,28041357,7.80,8.25,,,,,,,6.80,N1
11029,28041358,6.80,8.50,,,,,,,7.20,N1
11030,28041359,8.80,8.50,,,,,,,6.60,N1
11031,28041360,2.80,8.75,,,,9.25,8.50,,,
11032,28041361,7.60,8.75,,,,8,,,4,N1
11033,28041362,2,7,,,,5.75,4.75,,,
11034,28041363,,7.41,,,,9,9.25,,,
11035,28041364,,5.91,,,,7.75,7.50,,,
11036,28041365,,8.25,,,,6.50,8.50,8.25,,
11037,28041366,3,6.50,,,,4.25,5.25,7.25,3,N1
11038,28041368,4.20,8,,,,,,,3.60,N1
11039,28041369,6.20,5.25,,,,4.75,,,,
11040,28041370,,8.25,,,,6.75,7.50,9,3.40,N1
11041,28041371,6,8.25,,,,,,,3.60,N1
11042,28041372,6.60,9,,,,,,,6.80,N1
11043,28041374,8.40,,7,6.50,,,,,,
11044,28041375,,5,,,,5.50,5.50,7.75,,
11045,28041376,7.60,7.25,,,,7.50,6.75,8.75,,
11046,28041377,,5.50,,,,,3.25,6.75,,
11047,28041378,7.80,,8,7.50,,,,,,
11048,28041379,8,9,,,,,,,8.60,N1
11049,28041380,,8,,,,8.50,8.75,,,
11050,28041381,,5,,,,5.25,4.75,,,
11051,28041382,,6.50,,,,7.50,8,,,
11052,28041383,,6.50,,,,3.75,5,2.50,,
11053,28041384,,6,,,,,,,,
11054,28041385,,7.75,,,,9.50,9,,,
11055,28041386,7.60,7.75,,,,,,,5.60,N1
11056,28041387,,6.50,,,,4.75,5.75,,,
11057,28041388,7.40,9,,,,,,,4,N1
11058,28041389,8,8.25,,,,,,,,
11059,28041390,8.40,9.25,,,,,,,5.80,N1
11060,28041391,7.80,9.25,,,,10,9.25,,5,N1
11061,28041392,8.20,,4.75,6.50,,,,,,
11062,28041393,,8,,,,6.25,7.25,,,
11063,28041395,,9,,,,7.75,8,,,
11064,28041396,,5.50,,,,6.75,6.25,8,,
11065,28041397,,8,,,,,8.75,8.50,,
11066,28041398,3.20,6.50,,,,,,,3.40,N1
11067,28041399,8.40,9.25,,,,,,,7.60,N1
11068,28041400,8.80,9.75,,,,,,,8.80,N1
11069,28041401,,8,,,,7,7.25,,,
11070,28041402,,8,,,,5.25,8.25,7,,
11071,28041403,,9,,,,7,8,,,
11072,28041404,8.60,,,8.75,,,,,6.20,N1
11073,28041405,,5,,,,3.25,2.25,5,,
11074,28041406,,7.50,,,,,,,,
11075,28041407,8,8.25,,,,,,,7.40,N1
11076,28041408,3.40,8.50,,,,7.75,7.50,8.75,,
11077,28041409,,6.50,,,,5,6,8.25,,
11078,28041410,,8.75,,,,7.75,,,6.60,N1
11079,28041411,,8,,,,7.25,8.50,9,,
11080,28041412,,8,,,,,6.25,,,
11081,28041413,,9,,,,9.25,9.25,,,
11082,28041414,,7,,,,5.75,7.25,,,
11083,28041415,,7,,,,5.50,6.75,7.50,,
11084,28041416,8.80,,9,9,,,,,8.40,N1
11085,28041417,7.80,,8.75,8.25,,,,,7.20,N1
11086,28041418,6.80,6.75,,,,,,,5.20,N1
11087,28041419,,7,,,,5.50,6.50,6.75,,
11088,28041420,,7.25,,,,4.50,7.25,,,
11089,28041421,,6,,,,9.75,8.25,9.75,,
11090,28041422,,7.50,,,,4.75,6.25,8.25,,
11091,28041423,,8.75,,,,9.50,9.25,,,
11092,28041424,,,,,,7,8.75,9,,
11093,28041425,,9.25,,,,8.50,7.75,,,
11094,28041426,8.60,,7,8,,,,,,
11095,28041427,3.40,7,,,,5.25,6,,,
11096,28041428,7.20,9,,,,,9.25,,,
11097,28041429,7.80,,,7,7.50,,,,,
11098,28041430,7.60,8.75,,,,,,,4,N1
11099,28041431,7.80,,6,,,,,,7.20,N1
11100,28041432,7.40,,5.50,,,,,,,
11101,28041433,6.20,7.25,6.25,4.25,,,,,,
11102,28041434,,8.75,,,,,8.25,,,
11103,28041435,,8.75,,,,8.75,8.50,,,
11104,28041436,,8.50,,,,9.50,9,,,
11105,28041437,6.80,6.50,,,,,,,5.60,N1
11106,28041438,7,8.50,,,,,,,6.60,N1
11107,28041439,7.40,8,,,,,,,5.60,N1
11108,28041440,7.40,9,,,,,,,6.80,N1
11109,28041441,8.60,9.25,,,,,,,7.60,N1
11110,28041442,7.60,,7.50,7,,,,,,
11111,28041443,,6.75,,,,8.50,9,,,
11112,28041444,7.40,7.50,,,,,,,7,N1
11113,28041445,,8.50,,,,7.50,9,,,
11114,28041446,,7,,,,5,8.50,,,
11115,28041447,7.60,,8.25,7.50,,,,,,
11116,28041448,6.40,8.75,,,,4.75,7.50,8.75,,
11117,28041449,6.20,8.50,,,,6.75,8.50,9.50,7.20,N1
11118,28041450,7.80,9.25,,,,,,,8.40,N1
11119,28041451,,7.50,,,,6.25,8,,,
11120,28041453,7.80,8.50,,,,6.75,7.75,,4.20,N1
11121,28041454,,7.50,,,,8.25,8.50,,,
11122,28041455,6.20,,7.75,8,,,,,,
11123,28041456,,6.50,,,,8.75,8.25,,,
11124,28041457,8,,7.75,7,,,,,,
11125,28041458,5.80,8.50,,,,8.25,7.50,,,
11126,28041459,7.40,8,,,,,,,4.60,N1
11127,28041460,7.40,7.50,3.75,,,,,,4.20,N1
11128,28041461,,6.83,,,,4.25,5.75,4,,
11129,28041462,,6,,,,8.50,8.25,9,,
11130,28041463,,6.50,,,,6.25,8,,,
11131,28041464,,5.50,,,,8.25,8.75,9.50,,
11132,28041465,,8.50,,,,,,,,
11133,28041466,7.40,8,,,,6.25,,,7.40,N1
11134,28041467,7.20,7.50,,,,,,,6.60,N1
11135,28041468,,7,,,,6.75,8,,,
11136,28041469,,5.25,,,,6,7.25,,,
11137,28041470,5.40,8.50,,,,,,,5.80,N1
11138,28041471,,6.50,,,,6.50,7.75,,,
11139,28041472,8.40,,8.25,8.25,,,,,,
11140,28041473,,6,,,,5.25,5,,,
11141,28041474,,3,,,,6.75,6.75,,,
11142,28041475,,7,,,,4.25,7.75,6.25,,
11143,28041476,,7.50,,,,7.75,6.75,,,
11144,28041477,7.80,8.75,,,,,,,6,N4
11145,28041478,8.80,,9,8.25,,,,,,
11146,28041479,,7.50,,,,6.25,8,,,
11147,28041480,,8.25,,,,8,9.25,,,
11148,28041481,7.20,,7.75,8.50,,,,,,
11149,28041482,,9,,,,7.50,8.50,,,
11150,28041483,,7.25,,,,7.50,8.25,0,,
11151,28041484,1.80,9,,,,9.75,9.50,7.75,,
11152,28041485,6,,6,6,,,,,,
11153,28041487,9,,7.75,,,,,,7.40,N1
11154,28041488,7.40,8.75,,,,6.75,9,,,
11155,28041489,,6,,,,4.25,5.75,,,
11156,28041490,7.80,8.50,,,,,,,7,N1
11157,28041491,,9.50,,,,9.25,9.50,,,
11158,28041492,,6.50,,,,9,9.50,,,
11159,28041493,7.40,,5.25,6.25,,,,,,
11160,28041494,,8.50,,,,7.50,6.75,7.75,,
11161,28041495,,7.75,,,,5.75,9,,6,N1
11162,28041496,8,,7.25,7.75,,,,,,
11163,28041497,7.60,,,8.25,8,,,,,
11164,28041498,9.20,,9.75,9.25,2,,,,,
11165,28041499,8.40,,,7.75,9.75,,,,,
11166,28041500,8,8.50,,,,,,,7.40,N1
11167,28041501,,5,,,,4.75,5,,,
11168,28041502,,8.50,,,,9.50,9.75,,,
11169,28041503,,5.75,,,,6.25,5.75,,,
11170,28041504,,6,,,,7.75,8,,,
11171,28041505,,5,,,,5,7.75,,,
11172,28041506,6.80,8,,,,6.25,,9.50,,
11173,28041507,8,,7.25,7.25,,,,,,
11174,28041508,7,,,7.50,9.50,,,,,
11175,28041509,8,8,,,,9.25,,,4.20,N1
11176,28041510,9.20,,9,8.75,,,,,,
11177,28041511,7.20,8,,,,9.25,9,,,
11178,28041512,8,8.25,,,,,,,6.20,N1
11179,28041513,,5,,,,5.75,7.25,,,
11180,28041514,8.60,6.50,8.50,,,,,,,
11181,28041515,,7,,,,5.50,8.25,,,
11182,28041516,8.80,8.50,,,,,,,8.20,N1
11183,28041517,,6.91,,,,7.25,7.75,,,
11184,28041519,8.40,,8.50,,,,,,7.60,N1
11185,28041520,8,,4.25,6,,,,,,
11186,28041521,,6,,,,5.50,7.50,7.25,,
11187,28041522,,6.50,,,,6.75,7.50,,,
11188,28041523,7.80,8.25,,,,9,2.75,9.25,,
11189,28041524,9,,7.25,6.50,,,,,2.40,N1
11190,28041525,,7,,,,7,8.25,,,
11191,28041527,7.40,8.50,,,,,,,6.60,N1
11192,28041528,,8.50,,,,8.75,9.25,,,
11193,28041529,6.40,,,5.75,7.75,,,,,
11194,28041530,,7.25,,,,8.25,8.75,,,
11195,28041531,2.40,5.50,,,,4.25,6.50,,4.20,N1
11196,28041532,8.40,,8.50,8.75,,,,,,
11197,28041533,8,,,7.25,9,,,,,
11198,28041534,7.60,8,,,,,8.50,9.25,6.80,N1
11199,28041535,7.20,8,,,,5.50,7.75,8,5.60,N1
11200,28041536,,7,,,,7.75,8.75,,,
11201,28041537,,8.50,,,,9.25,9.75,,,
11202,28041538,,5,,,,6.25,7,,,
11203,28041539,,9,,,,9.75,10,,,
11204,28041540,9,9,,,,,,,8.40,N1
11205,28041541,7.20,9,,,,8.50,9.25,,7,N1
11206,28041542,,6.50,,,,3.25,7.25,,,
11207,28041543,4.20,6,,,,3.25,4,,,
11208,28041544,7,7,5.25,,,,,,,
11209,28041545,,6,,,,7.50,6.75,,,
11210,28041546,9,,9,8.75,,,,,,
11211,28041547,,6,,,,7.25,9,,,
11212,28041548,,6,,,,6,6.50,8.75,,
11213,28041549,,8.25,,,,8,8.75,,,
11214,28041550,,8,,,,7.25,8,,,
11215,28041551,,6.50,,,,4.25,5,,,
11216,28041553,8,,7.25,6.50,,,,,,
11217,28041554,,8,,,,7.50,7.75,,,
11218,28041555,8.80,,,8,7.50,,,,,
11219,28041556,,7.50,,,,7,9.50,9.50,,
11220,28041557,7.60,,6.75,6,7.25,,,,,
11221,28041558,9,,9,9.75,1.50,,,,,
11222,28041559,,6.75,,,,7,7.50,,,
11223,28041560,,7,,,,9,9,,,
11224,28041561,,8.75,,,,8,8.75,7.75,,
11225,28041562,8,8.50,,,,,,,8.60,N1
11226,28041563,7.60,8,,,,,,,7.40,N1
11227,28041564,8.40,,8.75,7.75,,,,,,
11228,28041566,7.40,,4.75,5,,,,,,
11229,28041567,,8,,,,8,9.25,,,
11230,28041568,7.80,7,,6.50,,,,,,
11231,28041569,7.60,,,6.75,7.50,,,,,
11232,28041570,8.60,,7.75,8.25,,,,,,
11233,28041571,,6,,,,5,7.25,6.50,,
11234,28041572,8.20,,6.50,7.75,,,,,,
11235,28041573,,6.50,,,,,,,,
11236,28041574,8.40,,6.25,6.50,,,,,,
11237,28041575,7.40,,4.75,4.25,6.50,,,,,
11238,28041576,7.60,8,,,,,,,7.20,N1
11239,28041577,9,,9,9,,,,,,
11240,29039393,8.40,,8.25,9.25,,,,,,
11241,29039394,8.20,,9.25,8.50,3.75,,,,,
11242,29039395,8.20,9,,,,,,,6.40,N1
11243,29039396,,8.75,,,,8.50,8.50,,,
11244,29039397,8,8.75,,,,9,,,4.40,N1
11245,29039398,7.40,8.25,,,,,,,6.40,N1
11246,29039399,8.60,8.75,,,,,,,5.80,N1
11247,29039400,7.80,,8,6.50,4.50,,,,,
11248,29039401,6.80,,3,4.25,,,,,,
11249,29039402,6.20,9,,,,,,,6.80,N4
11250,29039404,4.80,8,,,,8,7.50,,4.60,N1
11251,29039405,8,9.25,,,,,,,5.80,N1
11252,29039406,7.60,8,,,,,,,5.20,N1
11253,29039407,7.40,,6,6.75,,,,,,
11254,29039408,8.40,,8,7.50,,,,,,
11255,29039409,8,,5.75,6,4.50,,,,,
11256,29039410,5.80,,5.75,5.75,,,,,,
11257,29039411,9,,8.25,9.25,8,,,,,
11258,29039412,8.20,,8,8.25,8.50,,,,,
11259,29039413,,7.75,,,,8.50,8.50,,5.40,N1
11260,29039414,,6.75,,,,7.75,8.25,,,
11261,29039415,6.80,9,,,,,,,6.40,N1
11262,29039416,7.20,9.25,,,,6.50,9.25,,,
11263,29039417,,9.25,,,,7.50,8.25,9.25,,
11264,29039418,,9,,,,8.25,6.50,,,
11265,29039419,5.60,9,,,,4.50,,,,
11266,29039420,9.40,,8.50,8.75,4,,,,,
11267,29039421,8.20,,7.75,8.50,2.50,,,,,
11268,29039422,8,,,5.75,7,,,,,
11269,29039423,9,,7.75,6.75,,,,,,
11270,29039424,,7,,,,6.25,7.75,,,
11271,29039425,7.80,,7.75,6.50,4,,,,,
11272,29039426,,7.50,,,,9.50,9,,,
11273,29039427,5.80,,8.25,5.75,3,,,,,
11274,29039429,9,,9,8.50,6,,,,,
11275,29039430,8.60,,8.25,7.75,,,,,,
11276,29039431,,6.25,,,,7.50,7.50,,,
11277,29039433,6.80,,6,4.75,3.25,,,,,
11278,29039434,6,7.50,,,,8.50,,,,
11279,29039435,,8.25,,,,,,9.25,,
11280,29039436,5.40,,3.75,5.50,,,,,,
11281,29039437,7.20,9.50,,,,,,,6.20,N1
11282,29039438,7.20,,8.25,7.50,4.50,,,,,
11283,29039439,8.60,8.75,,,,,,,5,N1
11284,29039440,8.80,,9,9,4.25,,,,,
11285,29039441,9,,8.50,,,,,,6.80,N1
11286,29039442,5.80,,2.75,4.75,,,,,,
11287,29039443,9.20,,8.50,9.25,2.75,,,,,
11288,29039444,,8.50,,,,9,9,,,
11289,29039445,8,,7.50,7.75,2.75,,,,,
11290,29039446,8,,7.25,4.50,3.50,,,,6,N1
11291,29039447,8.80,,8.50,7.75,,,,,,
11292,29039448,,7,,,,8,7.75,,,
11293,29039449,8.20,,7.50,6.75,4.50,,,,,
11294,29039451,,5,,,,8,8,,,
11295,29039452,5.80,,8,8.25,0.75,,,,,
11296,29039453,8,,7.25,8.50,3.25,,,,,
11297,29039454,8.40,,7.50,7.75,2.75,,,,,
11298,29039455,6.40,5,,,,8,7.50,6.50,4.80,N1
11299,29039456,7.80,,5.50,8.25,,,,,,
11300,29039457,,,,,,5.25,,,1.20,N1
11301,29039458,8.20,,7.75,8.75,,,,,,
11302,29039459,8.20,,7.25,6.50,,,,,,
11303,29039460,,9,,,,8.25,7.75,,,
11304,29039461,,8.50,,,,9.50,9.25,,,
11305,29039462,,8.75,,,,9.25,8.75,,,
11306,29039463,,7.50,,,,7.75,10,,,
11307,29039464,7.60,4.75,,,,7.75,7,9.25,3,N1
11308,29039465,8.60,,7.75,7.50,,,,,,
11309,29039466,7.80,,,6.75,7.50,,,,,
11310,29039468,8.60,9,,,,,,,7.80,N1
11311,29039469,,8.75,,,,9,10,,,
11312,29039470,8.40,9.50,,,,,,,5.80,N1
11313,29039471,8.40,9.25,,,,,,,5.80,N1
11314,29039472,,8.50,,,,9.25,9,8.75,,
11315,29039473,8.20,,8,8.50,,,,,,
11316,29039474,7.60,8.75,,,,,,,3.40,N1
11317,29039475,,9,,,,6.25,6.75,,,
11318,29039476,7.80,,8,7,,,,,,
11319,29039477,6.60,5.25,,,,6.75,6,7.75,5.80,N1
11320,29039479,8,,8.75,8.50,2.50,,,,,
11321,29039480,7.80,,8.25,6.50,2,,,,,
11322,29039481,4.20,7.25,,,,,5,,,
11323,29039482,,6,,,,5.75,7.75,,,
11324,29039483,,9.50,,,,9,10,10,,
11325,29039484,8,,8.25,8.50,,,,,,
11326,29039485,6.80,7,,,,8.50,8,8.75,,
11327,29039486,8.20,,8.75,8.75,2.50,,,,,
11328,29039487,3,6,,,,3.50,,,2.20,N1
11329,29039488,7.40,,7.50,8.50,,,,,,
11330,29039489,8.40,,7.25,7.50,1.50,,,,,
11331,29039490,8.60,,7.50,8,3.75,,,,,
11332,29039491,7.80,,2,7,6.25,,,,,
11333,29039492,7.40,6.25,,,,6.75,,,,
11334,29039493,7.60,,7,5.25,2.50,,,,,
11335,29039494,7.40,,7.75,8,,,,,,
11336,29039495,,9,,,,8.50,8.75,,,
11337,29039496,,5,,,,6.25,5,,,
11338,29039497,7.60,,6.25,5.25,,,,,,
11339,29039498,8.40,8,7.50,8,5.50,,,,,
11340,29039499,5,8.75,,,,,,,3.80,N1
11341,29039500,8.60,,7.25,7.50,3.25,,,,,
11342,29039501,7.60,,7.75,7.25,2.75,,,,,
11343,29039502,9,,9.50,8.25,2.75,,,,,
11344,29039503,7.80,8,,,,,,,4,N1
11345,29039504,9.20,,7,6.25,2,,,,,
11346,29039505,,9.25,,,,9.50,10,,,
11347,29039506,8.60,,7.25,8,3.25,,,,,
11348,29039507,7.80,9.50,,,,,,,6.40,N1
11349,29039508,8.20,,7.25,6.50,6.25,,,,,
11350,29039509,8.40,,7.75,8.25,,,,,,
11351,29039510,,8.25,,,,9.50,10,,,
11352,29039511,,9.25,,,,8.25,8,,,
11353,29039512,9,,8.50,8.50,,,,,,
11354,29039513,8,8.50,,,,,,,5,N1
11355,29039514,,7.75,,,,8.50,9,,,
11356,29039515,9.40,,8.75,7.75,2.75,,,,,
11357,29039516,8.80,,8.75,9.25,5.75,,,,,
11358,29039517,,6.75,,,,7,8,7.75,,
11359,29039518,8.60,,7,6.75,,,,,,
11360,29039519,8.20,,,8.75,9.25,,,,,
11361,29039520,8.20,,5.50,8,3.75,,,,,
11362,29039523,7,8.25,,,,8.75,,,,
11363,29039524,7.40,,6.25,4.50,,,,,,
11364,29039525,6.80,9,,,,,,,4,N1
11365,29039526,7.40,9,,,,,,,6.20,N1
11366,29039527,7,8.50,,,,6.75,,,6.40,N1
11367,29039528,5.60,,5,3.75,,,,,,
11368,29039529,,9.25,,,,7.50,8.50,,,
11369,29039530,6.80,,6.50,6.75,5.50,,,,,
11370,29039531,5.20,,4,3,,,,,,
11371,29039532,6,7.50,,6.25,7,,,,,
11372,29039534,,9.50,,,,7.25,7.75,,,
11373,29039535,7.20,,5,7,4.50,,,,,
11374,29039536,7,8.75,,,,7,9.25,9,3.60,N1
11375,29039537,,8,,,,6.25,7.75,,,
11376,29039538,,8.25,,,,6.50,6,,,
11377,29039539,7.80,9.50,,,,,,,4.20,N1
11378,29039540,8,8.75,,,,9,9.25,,,
11379,29039541,,7.25,,,,7.75,9,8.75,,
11380,29039542,,7,,,,,,8.75,,
11381,29039543,,8.75,,,,6.75,8.75,9.75,,
11382,29039544,6.60,,4.50,6.50,3.50,,,,,
11383,29039545,,8.50,,,,7.75,9,,,
11384,29039546,7.60,9,,,,9,10,,,
11385,29039547,,8.50,,,,7.75,9.50,,,
11386,29039548,7.80,9,5.50,6.50,6.25,,,,,
11387,29039549,,9.25,,,,8.50,9.75,9,,
11388,29039550,7.60,9.25,,,,,,,8.60,N1
11389,29039551,8.20,,,7.75,7.50,,,,,
11390,29039552,,5,,,,7.25,7.75,,,
11391,29039553,,7.25,,,,9,9.25,,,
11392,29039554,4.60,,3.75,5.75,,,,,,
11393,29039555,3,6.75,,,3.25,,,,,
11394,29039556,8,,8.25,8.25,4,,,,,
11395,29039557,8,9.50,,,,,,,6.20,N1
11396,29039558,9.20,,9.75,4,4,,,,6.40,N1
11397,29039559,7.80,,6.50,,,,,,5,N1
11398,29039560,6,7.75,,,,,8.50,,6.60,N1
11399,29039561,,9.50,,,,9.50,9.25,2.50,,
11400,29039562,6,9.25,,,,7.75,,,4.80,N1
11401,29039563,5.20,9.25,,,,6.50,7.50,8.50,,
11402,29039564,,5.25,,,,4,5.25,5.50,,
11403,29039565,8.20,,6.25,6.75,,,,,,
11404,29039566,7.80,9,,,,8.50,8.75,,,
11405,29039567,9.40,,8.75,9,,,,,,
11406,29039568,,6.75,,,,4.75,7.25,,,
11407,29039569,8.80,8.25,8.75,2.75,4.75,,,,7.40,N1
11408,29039570,,6.75,,,,4.50,7.50,,,
11409,29039571,,7,,,,7.75,8,,,
11410,29039572,7.20,8.75,,,,,,,6.40,N1
11411,29039573,,7.50,,,,5.25,6.50,,,
11412,29039574,8.40,,8.50,6.75,2.75,,,,,
11413,29039575,,9.25,,,,7.75,8.50,,,
11414,29039576,7.80,8.25,,,,,,,,
11415,29039577,,6.75,,,,5.75,6.25,,,
11416,29039578,6.40,9.25,,,,,,,4.60,N1
11417,29039579,7.20,8.75,,,,,,,6.80,N1
11418,29039580,8.20,7.25,,,,5.75,8,,7.40,N1
11419,29039581,,8.75,,,,7.25,6.25,,,
11420,29039582,,,,,,,,,,
11421,29039583,4.20,6.75,,,,5.25,6.25,7,3.20,N1
11422,29039584,,8,,,,8.25,9,,,
11423,29039585,7.80,7,,,,,7.50,,,
11424,29039586,,7,,,,7.50,8.25,,,
11425,29039587,7.80,,7,7.25,2.75,,,,,
11426,29039588,8,9,,,,6.50,8.50,9.50,,
11427,29039589,5.20,6.75,,,,,,,,
11428,29039590,4.60,9,,,,8.75,9.75,,,
